"Notes"	"Region"	"Region Code"	"Year"	"Year Code"	"Age Groups"	"Age Groups Code"	Count	Population	Crude Rate	Crude Rate Standard Error
	"West"	"CENS-R4"	"2017"	"2017"	"70-74 years"	"70-74"	496	2886021	17.186	0.772
	"West"	"CENS-R4"	"2017"	"2017"	"75-79 years"	"75-79"	400	1921479	20.817	1.041
	"West"	"CENS-R4"	"2017"	"2017"	"80-84 years"	"80-84"	265	1291382	20.521	1.261
	"West"	"CENS-R4"	"2017"	"2017"	"85+ years"	"85+"	238	1397380	17.032	1.104
"Total"	"West"	"CENS-R4"	"2017"	"2017"			5155	77257329	6.673	0.093
	"West"	"CENS-R4"	"2018"	"2018"	"< 1 year"	"1"	21	881178	2.383	0.520
	"West"	"CENS-R4"	"2018"	"2018"	"1-4 years"	"1-4"	139	3729817	3.727	0.316
	"West"	"CENS-R4"	"2018"	"2018"	"5-9 years"	"5-9"	138	4752892	2.903	0.247
	"West"	"CENS-R4"	"2018"	"2018"	"10-14 years"	"10-14"	125	4871813	2.566	0.229
	"West"	"CENS-R4"	"2018"	"2018"	"15-19 years"	"15-19"	89	4803126	1.853	0.196
	"West"	"CENS-R4"	"2018"	"2018"	"20-24 years"	"20-24"	82	5084781	1.613	0.178
	"West"	"CENS-R4"	"2018"	"2018"	"25-29 years"	"25-29"	155	5769586	2.687	0.216
	"West"	"CENS-R4"	"2018"	"2018"	"30-34 years"	"30-34"	166	5405860	3.071	0.238
	"West"	"CENS-R4"	"2018"	"2018"	"35-39 years"	"35-39"	195	5188325	3.758	0.269
	"West"	"CENS-R4"	"2018"	"2018"	"40-44 years"	"40-44"	184	4654196	3.953	0.291
	"West"	"CENS-R4"	"2018"	"2018"	"45-49 years"	"45-49"	261	4709977	5.541	0.343
	"West"	"CENS-R4"	"2018"	"2018"	"50-54 years"	"50-54"	294	4554748	6.455	0.376
	"West"	"CENS-R4"	"2018"	"2018"	"55-59 years"	"55-59"	478	4740002	10.084	0.461
	"West"	"CENS-R4"	"2018"	"2018"	"60-64 years "	"60-64"	545	4405076	12.372	0.530
	"West"	"CENS-R4"	"2018"	"2018"	"65-69 years"	"65-69"	560	3733696	14.999	0.634
	"West"	"CENS-R4"	"2018"	"2018"	"70-74 years"	"70-74"	518	2903591	17.840	0.784
	"West"	"CENS-R4"	"2018"	"2018"	"75-79 years"	"75-79"	374	1957747	19.104	0.988
	"West"	"CENS-R4"	"2018"	"2018"	"80-84 years"	"80-84"	282	1283183	21.977	1.309
	"West"	"CENS-R4"	"2018"	"2018"	"85+ years"	"85+"	240	1377885	17.418	1.124
"Total"	"West"	"CENS-R4"	"2018"	"2018"			4846	74807479	6.478	0.093
"Total"	"West"	"CENS-R4"					91929	1408550365	6.526	0.022
"Total"							426491	6065500520	7.031	0.011
"---"
"Dataset: United States and Puerto Rico Cancer Statistics, 1999-2018 Incidence"
"Query Parameters:"
"Leading Cancer Sites: Brain and Other Nervous System"
"Group By: Region; Year; Age Groups"
"Show Totals: True"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"Standard Population: 2000 U.S. Std. Million"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/cancer-v2018.html for more information."
"---"
"Query Date: Dec 2, 2021 1:08:23 AM"
"---"
"Suggested Citation: United States Cancer Statistics - Incidence: 1999 - 2018, WONDER Online Database. United States Department"
"of Health and Human Services, Centers for Disease Control and Prevention and National Cancer Institute; 2021. Accessed at"
"http://wonder.cdc.gov/cancer-v2018.html on Dec 2, 2021 1:08:23 AM"
"---"
Caveats:
"1. Age-adjusted rates are not available when results are grouped by age."
"2. Data are from selected statewide and metropolitan area cancer registries that meet data quality criteria. Incidence data"
"shown for the United States are diagnoses and populations from included registries only."
"3. Information on primary site, behavior, and histology was coded according to the International Classification of Diseases for"
"Oncology, Third Edition (ICD-O-3) and categorized according to the revised SEER recodes dated March 1, 2018, which define"
"standard groupings of primary cancer sites."
"4. For the 2005 year, the Census Bureau estimates that 203,937 persons were displaced from Alabama, Louisiana, Mississippi and"
"Texas due to Hurricanes Katrina and Rita. CDC WONDER does not include the displaced persons in the 2005 population counts for"
"these states, nor are these counts included in the summary populations for the affected division, regions or national"
"population. However, the USCS web site does include these displaced persons in the national population figures for 2005."
